Model,Relevance_story_pearson,Coherence_story_pearson,Empathy_story_pearson,Surprise_story_pearson,Engagement_story_pearson,Complexity_story_pearson,Relevance_story_spearman,Coherence_story_spearman,Empathy_story_spearman,Surprise_story_spearman,Engagement_story_spearman,Complexity_story_spearman,Relevance_story_kendall,Coherence_story_kendall,Empathy_story_kendall,Surprise_story_kendall,Engagement_story_kendall,Complexity_story_kendall,Relevance_system_pearson,Coherence_system_pearson,Empathy_system_pearson,Surprise_system_pearson,Engagement_system_pearson,Complexity_system_pearson,Relevance_system_spearman,Coherence_system_spearman,Empathy_system_spearman,Surprise_system_spearman,Engagement_system_spearman,Complexity_system_spearman,Relevance_system_kendall,Coherence_system_kendall,Empathy_system_kendall,Surprise_system_kendall,Engagement_system_kendall,Complexity_system_kendall
ROUGE-WE-3 F-Score Ξε,0.1617174636067974,0.32842297569129414,0.27785567517372584,0.22883192200678745,0.31404156963389246,0.41180698541497257,0.17596344865922867,0.2690820721679726,0.2514262393555861,0.21610372580464063,0.28090505807555244,0.3701402245620448,0.13420094006451885,0.20903501580575642,0.1961716773707579,0.16630696296878453,0.21986920975136678,0.2935800535374726,0.622971203343606,0.8635508069009165,0.8792583385904482,0.8054526891795447,0.8897383043523606,0.8784244389851428,0.6606060606060605,0.6,0.7575757575757575,0.5636363636363636,0.6,0.5106406566912542,0.5111111111111111,0.37777777777777777,0.5555555555555555,0.37777777777777777,0.37777777777777777,0.31462660248284624
BERTScore Precision Ξε,0.05517877204297395,0.018234145217992312,0.044244186631779786,0.05175989220442836,0.001936141699180452,0.02009364070759958,0.05386015432578259,0.024252336812430022,0.06442976896641593,0.04113958888760494,0.024156632660762952,0.025273921593506166,0.03751034249044392,0.022364864970981373,0.041964025405785456,0.024224332406297993,0.026941711070461966,0.01652080688812056,0.3038364794145314,0.1729373517543633,0.10463641643548896,0.41790965695176713,0.30088426992440986,0.4190080669904358,0.2606060606060606,0.16363636363636364,0.07878787878787878,0.22424242424242422,0.16363636363636364,0.3161108827136336,0.15555555555555553,0.1111111111111111,0.06666666666666667,0.1111111111111111,0.1111111111111111,0.1797866299901979
BERTScore Recall Ξε,0.2097045012881391,0.3711861780472407,0.320558968701239,0.30983752008657,0.42949209130887134,0.5583236946992632,0.2008041223205769,0.2894859005783635,0.27889083887024824,0.2789336306463546,0.36327150048343043,0.4792059892938319,0.16201367380435372,0.22531860638611234,0.21752996393042176,0.21254189451209235,0.28933590965219275,0.3802090424917563,0.7337187735531152,0.8364911339373129,0.8272206061013996,0.9109228371445406,0.9081699032522924,0.9548867162501672,0.709090909090909,0.6363636363636362,0.6363636363636362,0.6969696969696969,0.6363636363636362,0.7781190959104827,0.5555555555555555,0.4222222222222222,0.5111111111111111,0.5111111111111111,0.4222222222222222,0.6292532049656925
BERTScore F1 Ξε,0.18979870993692383,0.30074183747930255,0.27088648005273275,0.2247301749585071,0.3428447183297431,0.42132657304254967,0.18460947148710258,0.25164094547252597,0.27494569051558393,0.2248953306243907,0.3177958951377357,0.37905138421362317,0.14344264151251201,0.19739505604019825,0.20753877835248521,0.17515100992555974,0.24590072942395902,0.2945831014226433,0.69886591627576,0.8790751324957458,0.8867156172959242,0.8781490386166483,0.917392612762717,0.9256483674359615,0.6727272727272726,0.7454545454545454,0.8424242424242423,0.7454545454545454,0.7454545454545454,0.6930123197952736,0.5111111111111111,0.5555555555555555,0.7333333333333333,0.5555555555555555,0.5555555555555555,0.4944132324730442
MoverScore Ξε,0.23625932098556393,0.3378801586924662,0.2526418034153404,0.24203932335748704,0.3549652472761138,0.4147955681485151,0.2367283132317448,0.2733380626646742,0.23092522570694132,0.2365837442984584,0.32158587073493233,0.3615650051797741,0.1911970749875109,0.21433988480399405,0.1799762331731597,0.18126528396886632,0.25090729338278545,0.2829725285348078,0.6732122310273567,0.8694876944515219,0.8616844936940947,0.8887458350780585,0.9207061200688634,0.9038515111121521,0.7818181818181817,0.709090909090909,0.8181818181818182,0.6242424242424242,0.709090909090909,0.5592731001856595,0.6,0.5555555555555555,0.7333333333333333,0.4666666666666666,0.5555555555555555,0.40451991747794525
DepthScore Ξε,0.11851375749432554,0.3270733324626281,0.23912220628080602,0.23966257501459873,0.3485936196163812,0.4224257921588814,0.11716673465369765,0.27857705897483004,0.20999784440865601,0.22357009159810284,0.29036104881095065,0.36306867237284796,0.09105484919981817,0.21639574653303995,0.16397398084406545,0.1767980256816476,0.22862334206817272,0.28673438873422213,0.670676169999298,0.8738267472813346,0.8619673899618701,0.9071225896260168,0.9343885959003853,0.9562737097279383,0.6121212121212121,0.6606060606060605,0.6848484848484848,0.7212121212121211,0.6606060606060605,0.8145934285312865,0.4222222222222222,0.4666666666666666,0.5555555555555555,0.5555555555555555,0.4666666666666666,0.6741998624632421
BaryScore-W Ξε,0.17606195338259567,0.3245445142628755,0.26413748791408215,0.22817748239485072,0.34688635981890775,0.41125117515091025,0.1763090249330176,0.25940332663391774,0.2536546527605832,0.21844312260652568,0.31596171580739,0.36709597384075315,0.14480082824198545,0.20241394158058934,0.19119029605734736,0.16786054473626744,0.25002573011909407,0.2810793851695586,0.6508627542495551,0.8798787181483014,0.8996162348906684,0.8455728324518135,0.9114435008845763,0.8819059628185425,0.709090909090909,0.6969696969696969,0.8060606060606059,0.6848484848484848,0.6969696969696969,0.6443798763008685,0.5555555555555555,0.5111111111111111,0.6888888888888888,0.5111111111111111,0.5111111111111111,0.44946657497549475
BaryScore-SD-10 Ξε,0.023209036292460645,0.05156963443585524,0.005173321110312657,0.07010174193495981,0.04435553096125174,0.10608923994658936,0.02457607133838388,0.03694463636023342,0.025352961656784582,0.05670075042866637,0.016143908490103373,0.09503029893959464,0.019185553860951197,0.02637220061233121,0.01397052972457991,0.038799979147298436,0.01381795554130569,0.07179794813783878,0.4403886821487266,0.5040828694470065,0.3585422670425631,0.6137802719698654,0.524529375264339,0.602288428668347,0.6363636363636362,0.7818181818181817,0.5757575757575757,0.8303030303030302,0.7818181818181817,0.9118583155200968,0.4666666666666666,0.6888888888888888,0.5111111111111111,0.6888888888888888,0.6888888888888888,0.764093177458341
BaryScore-SD-5 Ξε,0.024064451181582958,0.05051376854725567,0.004390593111084429,0.06936715562030688,0.04318769267173476,0.10461913457231088,0.02580835348496734,0.03469701003878034,0.0280613948622493,0.05464524270567508,0.013059236204469284,0.09161858038121012,0.018711405018030352,0.024907074691059045,0.01592964380436171,0.037824157068313415,0.012338764624738213,0.0697803463877819,0.437199179201483,0.5004205987489164,0.35445464270944804,0.6106228501364479,0.5210489441150794,0.5991933031098329,0.6363636363636362,0.7818181818181817,0.5757575757575757,0.8303030303030302,0.7818181818181817,0.9118583155200968,0.4666666666666666,0.6888888888888888,0.5111111111111111,0.6888888888888888,0.6888888888888888,0.764093177458341
BaryScore-SD-1 Ξε,0.03165309868890139,0.041021638725202536,0.0020848577193961527,0.06354411131784567,0.03346917221331932,0.09249297555597868,0.03316228700133437,0.025191727750492197,0.04088116504431139,0.05467848472166705,0.0041207199830333415,0.07943702120420536,0.023917767909600332,0.018639509265254966,0.024407023083454844,0.03547365000940897,0.004857420401119916,0.058463763503532,0.4110043039511162,0.4667241458341328,0.3179378103664422,0.5834809911589431,0.49030270446142465,0.5729568672352967,0.6242424242424242,0.7575757575757575,0.5393939393939393,0.7939393939393938,0.7575757575757575,0.8753839828992931,0.4222222222222222,0.6444444444444444,0.4666666666666666,0.6444444444444444,0.6444444444444444,0.7191465199607916
BaryScore-SD-0.5 Ξε,0.04359175358159536,0.024193094304082303,0.011930266339770595,0.054668795773122454,0.018578860956019527,0.07447389740623818,0.03833652710771849,0.0192630158738808,0.04171301514383539,0.05261140761908292,0.0028737066189302163,0.06494781126117022,0.02726519902271153,0.014550785687376526,0.02644235593504211,0.03337464358709844,0.0038321126145751997,0.04486216220372203,0.37659342459483897,0.40677739868965024,0.2574708375873938,0.540905058208359,0.4387643236294706,0.5320238673795569,0.5636363636363636,0.7212121212121211,0.49090909090909085,0.7696969696969697,0.7212121212121211,0.8510677611520905,0.37777777777777777,0.6,0.4222222222222222,0.6,0.6,0.6741998624632421
BaryScore-SD-0.1 Ξε,0.13017980059637774,0.21079803975958203,0.1761542636054143,0.12510700853626866,0.2174109725135219,0.2326100600376476,0.13060442742350611,0.17583597928317696,0.18235889780655223,0.13594365568082198,0.20959002657966308,0.21787528920514268,0.10348845595582136,0.13735088467655057,0.13480693668911967,0.10339299794035028,0.1652430107252361,0.16713184310615992,0.44494597784745726,0.724921939355456,0.7926422767065087,0.567043173401798,0.6984149805874219,0.5925034148908332,0.6969696969696969,0.6,0.7575757575757575,0.49090909090909085,0.6,0.4012176588288426,0.5111111111111111,0.4666666666666666,0.6444444444444444,0.37777777777777777,0.4666666666666666,0.31462660248284624
BaryScore-SD-0.01 Ξε,0.17600930072811416,0.32693412851485726,0.2650640492377313,0.22942520757762094,0.348427294913106,0.4124939102541685,0.17787302590092913,0.2608374279921959,0.2546669379443692,0.21863590758005516,0.31641640027289814,0.3666429459773725,0.1462145396507616,0.2028101219583647,0.1917831912624762,0.16793793265404497,0.24905850821940545,0.2807101324988025,0.6484651976840232,0.8815163264060717,0.9001079599698654,0.8456953899161468,0.9123824750834895,0.8816776692600456,0.7333333333333332,0.7333333333333332,0.8424242424242423,0.6969696969696969,0.7333333333333332,0.6626170426112704,0.6,0.5555555555555555,0.7333333333333333,0.5555555555555555,0.5555555555555555,0.4944132324730442
BaryScore-SD-0.001 Ξε,0.11670379838861437,0.092790041994869,0.11745271483114805,0.05050346005807325,0.08994157417887184,0.0945491411464021,0.10525707999746148,0.2222728722861915,0.17589001033958543,0.1909051577900077,0.2209941022286357,0.3079991028055005,0.0836161713912154,0.17720053013541817,0.13779873104679663,0.14976094439006354,0.1680806547841296,0.23103897798885184,0.3966518619860417,0.5568270897676524,0.6226257643811617,0.5148036887782788,0.5386819132377625,0.5556526366117807,0.6727272727272726,0.9272727272727272,0.9272727272727272,0.9030303030303028,0.9272727272727272,0.7781190959104827,0.5555555555555555,0.7777777777777777,0.7777777777777777,0.7777777777777777,0.7777777777777777,0.6741998624632421
S3-Pyramid ΞΔ,0.20689459306074198,0.37053306943480857,0.32780196976191195,0.3106704930728699,0.40339230469591997,0.5388613378840522,0.19609918565695728,0.311374482490149,0.2967543113296371,0.30069724600942904,0.3774428397219625,0.4896485935630492,0.1507923415501066,0.24394577019658162,0.2319385944055843,0.22799569735876254,0.29621675125524144,0.39112406544187434,0.7899466503128179,0.7740565715071702,0.7883395661780026,0.8605803603843653,0.8485583519057518,0.9248215161491934,0.7575757575757575,0.6,0.5878787878787878,0.6484848484848483,0.6,0.7659609850368815,0.6,0.37777777777777777,0.37777777777777777,0.4666666666666666,0.37777777777777777,0.5843065474681431
S3-Responsiveness ΞΔ,0.21039857420093502,0.361109699660733,0.3177747564349125,0.3032587796831366,0.39270469897989435,0.5147404810428235,0.20209137528494406,0.31313009931622054,0.2847929264013712,0.3041328083724761,0.3685299422246862,0.48134537585360854,0.15470272538511004,0.24283621320039853,0.22394163978401027,0.23353479005781572,0.2900606865297941,0.38161712437214207,0.789245323958726,0.7813228897647037,0.797529988231702,0.8551092961581357,0.8485044620311865,0.919989513905366,0.6969696969696969,0.6,0.6242424242424242,0.6484848484848483,0.6,0.7477238187264795,0.5111111111111111,0.37777777777777777,0.4666666666666666,0.4666666666666666,0.37777777777777777,0.5843065474681431
SummaQA ΞΔ,0.1494584432520506,0.15865071266755496,0.1653467301389803,0.2558049625578766,0.23257961613807748,0.35469710802249055,0.10616481206494299,0.11392703617236143,0.10945214803487566,0.22429124751206472,0.18997401652019458,0.3229045438817829,0.08827065090633661,0.09227692338139995,0.07996669727937075,0.17182406291303143,0.14692149192005932,0.24885509407072587,0.716075221358344,0.5706093856478808,0.6104611457478214,0.7698248761641535,0.6990430315554133,0.8015197370844291,0.4424242424242424,0.2727272727272727,0.2727272727272727,0.35757575757575755,0.2727272727272727,0.5288778230016562,0.3333333333333333,0.19999999999999998,0.19999999999999998,0.28888888888888886,0.19999999999999998,0.40451991747794525
InfoLM-FisherRao ΞΔ,0.1609457999015884,0.19894885603946336,0.16107978094892178,0.14057528819720175,0.2047689156858659,0.2770515859942684,0.15271245379385776,0.16140172156958096,0.14565839919893953,0.14354700567034728,0.1808407245731816,0.24522932615118057,0.11536870884936212,0.12132301313984332,0.10952945681835762,0.10966831700489638,0.14195044196641426,0.18439141685497104,0.6076421448392536,0.6609881356312646,0.7275344696435306,0.6979235593628806,0.7591861111624507,0.7546815394978895,0.6484848484848483,0.35757575757575755,0.4666666666666666,0.34545454545454546,0.35757575757575755,0.41337576970244394,0.5111111111111111,0.19999999999999998,0.37777777777777777,0.19999999999999998,0.19999999999999998,0.31462660248284624
InfoLM-R-FisherRao ΞΔ,0.1609457999015884,0.19894885603946336,0.16107978094892178,0.14057528819720175,0.2047689156858659,0.2770515859942684,0.15271245379385776,0.16140172156958096,0.14565839919893953,0.14354700567034728,0.1808407245731816,0.24522932615118057,0.11536870884936212,0.12132301313984332,0.10952945681835762,0.10966831700489638,0.14195044196641426,0.18439141685497104,0.6076421448392536,0.6609881356312646,0.7275344696435306,0.6979235593628806,0.7591861111624507,0.7546815394978895,0.6484848484848483,0.35757575757575755,0.4666666666666666,0.34545454545454546,0.35757575757575755,0.41337576970244394,0.5111111111111111,0.19999999999999998,0.37777777777777777,0.19999999999999998,0.19999999999999998,0.31462660248284624
InfoLM-Sim-FisherRao ΞΔ,0.1609457999015884,0.19894885603946336,0.16107978094892178,0.14057528819720175,0.2047689156858659,0.2770515859942684,0.15271245379385776,0.16140172156958096,0.14565839919893953,0.14354700567034728,0.1808407245731816,0.24522932615118057,0.11536870884936212,0.12132301313984332,0.10952945681835762,0.10966831700489638,0.14195044196641426,0.18439141685497104,0.6076421448392536,0.6609881356312646,0.7275344696435306,0.6979235593628806,0.7591861111624507,0.7546815394978895,0.6484848484848483,0.35757575757575755,0.4666666666666666,0.34545454545454546,0.35757575757575755,0.41337576970244394,0.5111111111111111,0.19999999999999998,0.37777777777777777,0.19999999999999998,0.19999999999999998,0.31462660248284624
BARTScore-SH ΞΔ,0.2898191461913584,0.35525520697266,0.3165955984948309,0.2870776883854514,0.39339640588839336,0.48928235117539104,0.2853244916042337,0.31378693610003694,0.28621138397684454,0.26433091243316537,0.3424539065016728,0.41921810195760206,0.22322787073132141,0.2506120491317956,0.22325039653240528,0.20044874295909096,0.28095439430058383,0.333799885640157,0.7762428475380887,0.8647014618772778,0.8783120560868272,0.926483447902867,0.924440135230139,0.938345647321355,0.6969696969696969,0.6848484848484848,0.7212121212121211,0.6848484848484848,0.6848484848484848,0.8024353176576852,0.5111111111111111,0.5555555555555555,0.5555555555555555,0.5555555555555555,0.5555555555555555,0.6741998624632421
BARTScore-HS ΞΔ,0.0544897581655416,0.1620659468757325,0.08294643433482822,0.18564357357719471,0.2201064166664658,0.30113068028526574,0.0731862570891368,0.09456247349455653,0.025067248461577697,0.1670638100191486,0.16752313170918573,0.23362662623142796,0.05949417961853889,0.0744854942819355,0.013230203772670493,0.13134212984514446,0.12824793750809332,0.1718428966837711,0.2899992877178682,0.46224608098033737,0.3994588271397619,0.5866091090089437,0.567385191570287,0.598467575090956,0.2121212121212121,0.13939393939393938,0.09090909090909088,0.17575757575757575,0.13939393939393938,0.24316221747202585,0.1111111111111111,0.06666666666666667,0.022222222222222223,0.06666666666666667,0.06666666666666667,0.13483997249264842
SUPERT-Golden ΞΔ,0.247237589689307,0.26829942580348737,0.2396125222984681,0.19269559951657758,0.3177685471371987,0.3327364176431662,0.22155415006508528,0.2228387826648847,0.22584991359840156,0.19046072019605123,0.27525566668166057,0.2739842206628724,0.1733906644458493,0.17019162550356073,0.17855097071404283,0.14226523521239018,0.21120254872836894,0.20950217019348674,0.7263922907003764,0.8595667447075664,0.8810296639959033,0.8982884396390615,0.9220951766131082,0.931170850611447,0.7212121212121211,0.6363636363636362,0.7696969696969697,0.6121212121212121,0.6363636363636362,0.5835893219328621,0.5555555555555555,0.4222222222222222,0.6,0.4222222222222222,0.4222222222222222,0.3595732599803958
BLANC-Golden ΞΔ,0.08247616194687045,0.11632847253805219,0.09347494842626498,0.058962813297982676,0.1142292054568519,0.12538475902040644,0.06486787270990772,0.08492079115989078,0.09436189862000448,0.06032943328510156,0.10323962116603291,0.10914487692938528,0.05874605118274407,0.07164399340157897,0.07414619936947468,0.049091957293064536,0.08533686793061412,0.08857166025072954,0.3253765265280109,0.5985091785024521,0.4691204507811089,0.6945545833187936,0.6568712280572699,0.6760163773180161,0.309090909090909,0.28484848484848485,0.19999999999999998,0.29696969696969694,0.28484848484848485,0.38298049251844074,0.15555555555555553,0.19999999999999998,0.1111111111111111,0.19999999999999998,0.19999999999999998,0.31462660248284624
Coverage ¤§,0.08162180612438479,0.1178271171549652,0.1487246258549318,0.1381270308831132,0.13850018368491665,0.14486162831257393,0.07828044512330784,0.04733291079153848,0.09826250147386595,0.1014790666013086,0.07242670352600174,0.08449242902430189,0.06281641699045927,0.035481937740689105,0.07341681816509255,0.07674871646303814,0.049063936733242865,0.06322521609903424,0.39619133117986627,0.7364992846683077,0.6344837914124107,0.7295300542386645,0.7802979566439567,0.748309329907854,0.5393939393939393,0.49090909090909085,0.32121212121212117,0.4666666666666666,0.49090909090909085,0.5471149893120582,0.3333333333333333,0.37777777777777777,0.19999999999999998,0.37777777777777777,0.37777777777777777,0.44946657497549475
Density ¤§,0.12839871558089355,0.11726374621285153,0.12935457787172608,0.1379275157990398,0.13906878452875407,0.14369729792421634,0.12187484630929017,0.038567471143620545,0.08387311529051682,0.09688357574456102,0.05897413160452239,0.06548397837721531,0.08997958240242103,0.031028915760754932,0.05654156169502342,0.07728804550148848,0.039278398240148595,0.046802980361861306,0.3348534629516976,0.807020714992303,0.7075424248186225,0.7431305737178041,0.8360009819024251,0.7975740549775504,0.3696969696969697,0.38181818181818183,0.2121212121212121,0.35757575757575755,0.38181818181818183,0.42553388057604524,0.24444444444444444,0.28888888888888886,0.1111111111111111,0.28888888888888886,0.28888888888888886,0.3595732599803958
Compression ¤§,0.1662360397321844,0.3184548469073949,0.2904873468229225,0.30432761805737246,0.38994697370398074,0.5437505194794707,0.1685095597970314,0.24948846437556818,0.25587678756327586,0.2765969807813637,0.3348380934563346,0.501874492143088,0.1377369768847532,0.19479118689077576,0.20436018320256924,0.21423269959706218,0.2681943096639406,0.39820505219435387,0.6786673497143224,0.806570305259223,0.787811428053762,0.8923665336787561,0.88764288625784,0.9431277884864727,0.5393939393939393,0.5757575757575757,0.6242424242424242,0.6484848484848483,0.5757575757575757,0.7416447632896788,0.37777777777777777,0.4222222222222222,0.5111111111111111,0.5111111111111111,0.4222222222222222,0.6292532049656925
Text length ¤§,0.16021362887567828,0.2679053238315225,0.24647535276969165,0.2692936881014336,0.3317215001551371,0.5082018497388627,0.1685095597970314,0.24948846437556818,0.25587678756327586,0.2765969807813637,0.3348380934563346,0.501874492143088,0.1377369768847532,0.19479118689077576,0.20436018320256924,0.21423269959706218,0.2681943096639406,0.39820505219435387,0.7422371254504145,0.5697375660600461,0.5766497738215453,0.7511545604425427,0.6777003445647881,0.8180573196009424,0.6242424242424242,0.5030303030303029,0.4545454545454545,0.5757575757575757,0.5030303030303029,0.7477238187264795,0.4666666666666666,0.3333333333333333,0.3333333333333333,0.4222222222222222,0.3333333333333333,0.5393598899705937
Novelty-1 ¤§,0.05012485759319818,0.35447169791878896,0.2891317420849006,0.32861677652188415,0.4227169946051282,0.5067114164471104,0.021252635190913752,0.2237821175660897,0.2225980333735106,0.27451618749277285,0.3197243383574463,0.42948812593720226,0.014980503251310687,0.17566556991295634,0.172444423738204,0.2151623194157856,0.2479364328839456,0.33808282915409027,0.5253644961007975,0.839262583332804,0.763479298468268,0.8606822728747078,0.8964689967821697,0.9055481982355291,0.5636363636363636,0.6363636363636362,0.5393939393939393,0.7454545454545454,0.6363636363636362,0.8753839828992931,0.37777777777777777,0.5111111111111111,0.5111111111111111,0.6,0.5111111111111111,0.7191465199607916
Novelty-2 ¤§,0.0988455307668754,0.1439036929894377,0.08390248393711157,0.13361343341607873,0.1680922720438016,0.15313813880059735,0.1149192103952983,0.05416812781336698,0.01989745744227506,0.06763498620370571,0.0540915082595653,0.029162321595923146,0.09586563587853739,0.036746499937651625,0.014228038364655811,0.05300690990507295,0.0381485229685455,0.014258032406694796,0.3213381773782576,0.8155819868423619,0.7199514226797353,0.7446332516924461,0.8409227754031608,0.802023559589668,0.34545454545454546,0.5757575757575757,0.3696969696969697,0.5757575757575757,0.5757575757575757,0.5775102664960614,0.24444444444444444,0.4666666666666666,0.28888888888888886,0.4666666666666666,0.4666666666666666,0.44946657497549475
Novelty-3 ¤§,0.21157535519579837,0.061054622862080084,0.06074333149603518,0.0596312771193794,0.08594298164660615,0.04096403055070123,0.21264985816830445,0.004343321435345483,0.009648504974197445,0.042193298145877516,0.04954356116974219,0.006767911780517046,0.1835377779762441,0.007504200317687947,0.0068863448348404,0.03828492653197779,0.042584404461163114,0.007327894690215514,0.2883295559001624,0.7939021715176198,0.6906220467324049,0.7191810906132272,0.8185899000579753,0.7816143277188994,0.04242424242424241,0.309090909090909,0.09090909090909088,0.3696969696969697,0.309090909090909,0.35258521533443743,0.06666666666666667,0.24444444444444444,0.06666666666666667,0.3333333333333333,0.24444444444444444,0.31462660248284624
Repetition-1 ¤§,0.1104030181290341,0.3161985010803384,0.18423996333425052,0.27993096475200724,0.3356872583924129,0.42426850524012377,0.09926657125507787,0.21104469006269033,0.08777856440724811,0.21357419839676264,0.24023407329329383,0.30741013032775527,0.07463971743460368,0.1648719344786775,0.06437867316172301,0.17429204629928927,0.18025710828534022,0.2350524630177997,0.5000278718914435,0.7834984778208832,0.6829669661171105,0.8436610971939208,0.8399736827393496,0.8273646554793292,0.3939393939393939,0.3696969696969697,0.2606060606060606,0.3696969696969697,0.3696969696969697,0.41337576970244394,0.28888888888888886,0.24444444444444444,0.15555555555555553,0.24444444444444444,0.24444444444444444,0.31462660248284624
Repetition-2 ¤§,0.10705351951590836,0.3653660276241902,0.23702707138735327,0.2923388638893909,0.38687549746714955,0.46801959676029825,0.06797399671146329,0.2178762583763183,0.10644972286072017,0.22513312667506025,0.2530595140568548,0.30124420182543815,0.052324777163615076,0.17167273337452071,0.08451693842028317,0.1836398128607607,0.18839992150543486,0.23237742436378186,0.4628178230583523,0.8219304357675428,0.7329474696988739,0.8311684132362503,0.8701888751517094,0.8442941122897933,0.3939393939393939,0.3696969696969697,0.2606060606060606,0.3696969696969697,0.3696969696969697,0.41337576970244394,0.28888888888888886,0.24444444444444444,0.15555555555555553,0.24444444444444444,0.24444444444444444,0.31462660248284624
Repetition-3 ¤§,0.09875893367693454,0.381161887904256,0.25596367101888184,0.29514195499154394,0.3953459602981455,0.4883254900754698,0.09719274897590392,0.25072731473756815,0.1554424942572104,0.23498118474937058,0.2845844980311831,0.34327553077596,0.07098348386995158,0.19812305945324815,0.12316255393743895,0.1838407589405325,0.21934085581670462,0.2683712024169445,0.4308784814492139,0.8349069730083833,0.753793931906632,0.8101474707473934,0.8750217086404367,0.8405672722369741,0.49090909090909085,0.4787878787878787,0.35757575757575755,0.4545454545454545,0.4787878787878787,0.4559291577600484,0.37777777777777777,0.3333333333333333,0.24444444444444444,0.3333333333333333,0.3333333333333333,0.31462660248284624
SUPERT-PS ¤ε,0.40151911263109663,0.027312863912490073,0.004973533886405398,0.012059303436557539,0.03124526707576949,0.06309890075625661,0.3639560840036438,0.056407205356378394,0.0322428573337343,0.020044765705917348,0.0679354507659923,0.07235831193243118,0.28591879931751274,0.04168920278032074,0.029097875828833636,0.01430928507525856,0.05388835847422078,0.05352083779453185,0.2903296841173784,0.45458616044909994,0.27241840968160913,0.2519186342666038,0.40083461593067604,0.3291815368167136,0.16363636363636364,0.18787878787878787,0.006060606060606061,0.2121212121212121,0.18787878787878787,0.21884599572482327,0.1111111111111111,0.19999999999999998,0.022222222222222223,0.19999999999999998,0.19999999999999998,0.1797866299901979
SUPERT-SS ¤ε,0.41163398959621494,0.049650383261716245,0.005481761585135113,0.0056028176992023474,0.0389187257537345,0.07246698468741182,0.38580700925344374,0.08392102558062044,0.04559188711844623,0.047112072827755626,0.07640374597671151,0.0855149930577445,0.2994591031178269,0.05891243599894972,0.03978575064449253,0.029267259791118026,0.06458542440276212,0.06794570760343256,0.28703051273926683,0.44564812231374595,0.2559285712103241,0.24339068134740624,0.39043876067566974,0.3086642558292928,0.17575757575757575,0.16363636363636364,0.0303030303030303,0.1515151515151515,0.16363636363636364,0.1702135522304181,0.19999999999999998,0.1111111111111111,0.022222222222222223,0.1111111111111111,0.1111111111111111,0.13483997249264842
BLANC-Tune-PS ¤Δ,0.1265605697138623,0.012753051991980797,0.023793320924951542,0.00474301117861347,0.047905405251386424,0.0011768793331172964,0.10623159414001648,0.011025257671606893,0.007078249325955982,0.0024875447494404463,0.04911234794963202,0.002583112957443068,0.07948921036402858,0.007104648126194352,0.0039593883969379065,0.004157830528197795,0.0389378456449884,0.0037318390880938987,0.1111427017810325,0.7501574193483889,0.6066694185628081,0.6215680350709619,0.7401319159600849,0.6812538123444922,0.29696969696969694,0.10303030303030303,0.01818181818181818,0.12727272727272726,0.10303030303030303,0.06079055436800646,0.24444444444444444,0.15555555555555553,0.022222222222222223,0.15555555555555553,0.15555555555555553,0.044946657497549475
BLANC-Help-PS ¤Δ,0.11278128122103599,0.03765450260230708,0.021220995157116552,0.029108603821052705,0.0221284974459902,0.04636439926402785,0.11045794633528792,0.029226727967446627,0.010166251911353194,0.02845388333143646,0.005298441562227319,0.02580064760551221,0.08131465006977821,0.020842586326711838,0.0021455731564838654,0.024666156648956106,0.007187543299093426,0.02433107519600111,0.021038674210722447,0.6721202346303257,0.514166790570034,0.4672010122753756,0.6147488058431384,0.5404386483041195,0.07878787878787878,0.28484848484848485,0.2727272727272727,0.24848484848484845,0.28484848484848485,0.17629260766721871,0.022222222222222223,0.19999999999999998,0.19999999999999998,0.19999999999999998,0.19999999999999998,0.13483997249264842
BLANC-Tune-SS ¤Δ,0.20641914095880262,0.03730475085938467,0.020783762614491753,0.04229661156207115,0.0678225843651801,0.04548793790591924,0.1896708535668169,0.04942358581326208,0.035890479047213916,0.04886874207940316,0.07632428759578594,0.0608286426002346,0.16102406674504052,0.045839253958579754,0.03026604197127444,0.042752581111073835,0.06538157866038213,0.05335069431373012,0.48849602416442633,0.2606977028307379,0.01862058237580333,0.0937053029795735,0.1856660174415811,0.10198761250577387,0.35757575757575755,0.006060606060606061,0.04242424242424241,0.006060606060606061,0.006060606060606061,0.03039527718400323,0.28888888888888886,0.022222222222222223,0.06666666666666667,0.022222222222222223,0.022222222222222223,0.044946657497549475
BLANC-Help-SS ¤Δ,0.19760727287046345,0.04496978655516856,0.016905008687886608,0.032009108005971745,0.06510581598781576,0.058706645242803994,0.17825233208742264,0.03499053808377367,0.03861128309625666,0.03912667179247494,0.07439873286301579,0.059488689819905516,0.14486685142516972,0.02706584107696219,0.03189566959625348,0.031774626826249645,0.062342655309921315,0.05082148999803879,0.6425406617034781,0.05921237513847022,0.16027586233350483,0.0960393485225984,0.00028771196417815004,0.04963555031309386,0.5393939393939393,0.17575757575757575,0.24848484848484845,0.10303030303030303,0.17575757575757575,0.16413449679361747,0.4222222222222222,0.1111111111111111,0.19999999999999998,0.022222222222222223,0.1111111111111111,0.13483997249264842
